SKU,Category,UnitCost,StorePrice,CostChangePct,Competitor_BigBoxDepot,Competitor_ValueMart,Competitor_QuickShop,WeeklyUnitsSold,DaysSinceLastChange,ElectronicShelfLabel,RelabelCost,Relabel
SKU10585,Electronics,24.61,34.77,3.84,33.05,38.07,34.25,47,15,1,0.08,0
SKU10586,Grocery,5.81,7.35,-1.45,8.93,9.39,8.84,30,139,1,0.07,1
SKU10587,PersonalCare,10.66,17.38,-2.59,15.49,12.67,17.37,34,222,0,0.54,1
SKU10588,Grocery,2.28,3.39,3.8,3.28,3.27,3.08,93,94,0,1.03,0
SKU10589,Household,11.99,18.25,6.51,19.37,17.57,17.91,26,46,0,2.05,0
SKU10590,Household,9.51,13.05,4.06,14.44,14.11,14.04,51,99,0,1.55,1
SKU10591,Electronics,43.28,74.78,7.25,66.85,76.23,71.75,63,345,0,0.4,0
SKU10592,PersonalCare,6.38,9.46,-1.1,9.18,8.86,8.68,19,273,0,2.11,0
SKU10593,Grocery,8.15,9.82,-2.05,11.43,12.4,12.95,54,261,0,1.96,0
SKU10594,Grocery,4.97,6.49,0.02,7.29,8.75,7.01,63,62,0,0.63,1
SKU10595,Grocery,4.64,7.25,5.5,6.89,5.55,7.18,50,86,1,0.07,0
SKU10596,Apparel,18.03,28.55,0.26,26.38,23.2,25.74,39,334,0,1.36,1
SKU10597,Household,6.24,10.38,-2.74,9.22,8.89,9.94,24,27,0,1.03,0
SKU10598,PersonalCare,5.3,7.03,4.85,8.02,7.16,7.23,105,361,0,0.6,1
SKU10599,Grocery,3.34,4.24,-0.7,5.3,4.39,5.39,32,20,0,1.81,0
SKU10600,Household,5.49,8.04,-1.25,7.32,8.32,7.27,49,41,1,0.04,0
SKU10601,Apparel,18.12,22.59,-3.61,24.49,31.02,28.57,28,60,1,0.07,1
SKU10602,Household,13.7,21.76,3.59,15.76,17.86,17.48,84,68,0,2.31,1
SKU10603,Household,7.82,13.34,2.0,11.45,12.98,12.09,36,236,0,1.3,1
SKU10604,Apparel,9.88,14.37,5.33,13.0,13.24,12.43,94,360,1,0.04,1
SKU10605,Household,5.72,7.05,0.09,7.11,8.01,7.91,54,139,0,1.5,0
SKU10606,PersonalCare,12.56,22.09,2.39,17.98,20.61,19.81,69,97,0,2.35,0
SKU10607,Grocery,2.74,4.84,6.3,3.68,4.34,3.98,122,351,0,2.37,1
SKU10608,Electronics,26.5,37.26,-2.12,41.6,39.33,32.14,81,264,0,0.96,0
SKU10609,Electronics,23.52,38.73,9.11,37.73,34.71,34.77,62,145,1,0.07,1
SKU10610,PersonalCare,4.95,6.53,2.34,7.56,7.27,8.07,43,206,1,0.03,1
SKU10611,Grocery,6.17,10.32,0.95,8.65,8.07,9.52,19,42,0,2.04,1
SKU10612,Apparel,25.08,31.53,3.78,32.52,41.95,33.67,14,284,0,1.19,0
SKU10613,Apparel,18.65,30.32,2.71,25.16,29.21,26.83,49,111,0,2.32,0
SKU10614,PersonalCare,4.39,5.98,0.37,5.89,5.4,7.16,35,77,0,2.27,0
SKU10615,Electronics,66.63,100.17,2.26,93.53,109.29,106.94,45,262,1,0.07,0
SKU10616,Household,7.49,11.83,4.72,10.58,9.68,9.07,59,283,0,1.43,0
SKU10617,Apparel,18.84,32.14,8.3,31.41,29.8,29.51,67,238,0,1.28,0
SKU10618,Grocery,9.55,14.12,6.39,14.8,12.34,11.36,69,229,0,0.95,1
SKU10619,Grocery,3.24,4.87,7.08,5.46,5.87,3.97,59,35,1,0.08,1
SKU10620,Apparel,7.77,10.18,4.92,11.48,13.01,11.02,26,53,1,0.04,1
SKU10621,Apparel,33.9,48.02,2.11,45.82,55.45,43.97,89,34,0,1.98,0
SKU10622,Apparel,13.37,20.03,-2.19,18.42,21.16,21.06,61,277,0,1.41,0
SKU10623,Household,7.58,11.03,0.86,10.96,9.88,10.82,52,8,0,0.55,0
SKU10624,Apparel,6.89,10.57,-0.83,10.3,9.15,8.69,48,182,0,0.54,1
SKU10625,Apparel,20.18,36.15,4.52,32.08,34.2,30.87,53,61,0,0.61,0
SKU10626,Grocery,5.8,7.31,-7.59,8.03,9.03,6.97,67,307,0,2.05,0
SKU10627,Apparel,16.2,24.05,0.26,22.78,25.12,24.23,73,91,1,0.08,0
SKU10628,PersonalCare,10.14,12.2,3.81,14.92,13.81,15.21,42,314,0,1.37,0
SKU10629,Household,6.92,8.8,3.16,11.16,9.73,10.16,65,189,0,1.28,0
SKU10630,Grocery,6.65,9.03,3.2,9.31,9.49,12.5,34,207,0,1.24,1
SKU10631,Electronics,66.05,116.67,3.13,99.78,103.0,89.4,29,62,1,0.03,1
SKU10632,PersonalCare,13.76,23.58,-3.68,18.27,22.99,17.26,95,269,0,2.48,1
SKU10633,Electronics,21.99,26.41,7.11,32.94,39.93,33.26,54,197,1,0.03,1
SKU10634,PersonalCare,3.54,5.78,5.14,5.34,5.24,4.76,30,9,0,2.18,0
SKU10635,PersonalCare,9.29,11.72,6.67,14.11,14.16,12.74,85,337,1,0.05,1
SKU10636,Apparel,17.22,26.14,2.72,27.75,23.69,21.14,127,116,0,2.14,0
SKU10637,Apparel,9.62,13.71,0.32,13.89,11.56,13.0,53,43,0,2.28,0
SKU10638,Grocery,3.8,6.43,5.19,5.81,6.0,5.29,18,50,0,1.73,0
SKU10639,Grocery,5.53,8.3,-0.66,7.47,6.93,6.67,78,250,0,1.72,1
SKU10640,Apparel,24.36,40.13,-2.52,32.13,34.3,37.79,15,64,0,1.9,0
SKU10641,Household,9.41,15.37,-5.78,13.58,14.04,11.99,22,148,0,0.92,1
SKU10642,Grocery,3.81,6.64,-1.69,5.41,5.95,5.29,70,37,0,0.45,1
SKU10643,Grocery,4.52,7.26,0.87,7.51,6.62,6.56,124,46,0,1.02,0
SKU10644,Grocery,3.58,5.7,-4.38,5.49,5.81,5.3,38,191,0,2.01,0
SKU10645,Electronics,111.21,157.92,-5.19,180.39,182.67,191.23,25,42,1,0.03,0
SKU10646,PersonalCare,5.18,7.84,-0.82,7.75,7.23,7.03,94,209,0,0.97,0
SKU10647,Household,8.43,10.77,5.55,13.07,11.18,12.36,115,144,0,2.17,0
SKU10648,Apparel,13.43,22.45,0.3,19.05,20.73,19.86,42,239,0,1.51,0
SKU10649,Grocery,7.35,9.0,2.59,11.25,11.12,10.86,41,364,0,2.28,1
SKU10650,Apparel,11.51,14.66,-2.78,16.01,17.4,12.94,108,46,0,1.5,0
SKU10651,PersonalCare,9.33,13.56,2.09,13.0,14.59,13.23,30,272,0,2.06,0
SKU10652,Household,8.14,11.89,3.65,9.78,10.23,11.36,100,332,0,0.4,1
SKU10653,Household,6.81,12.17,-3.69,10.18,9.75,8.96,33,255,0,1.36,0
SKU10654,PersonalCare,2.45,3.89,-0.51,3.82,4.28,3.55,31,84,1,0.03,0
SKU10655,Grocery,3.55,5.2,0.03,5.43,5.0,5.33,36,91,0,1.87,0
SKU10656,PersonalCare,13.3,23.56,2.97,19.7,20.67,19.19,48,14,0,0.61,1
SKU10657,PersonalCare,4.57,8.12,-0.91,6.4,6.3,6.78,102,213,0,2.46,1
SKU10658,PersonalCare,1.67,2.57,-5.29,2.01,2.75,2.32,59,90,0,2.33,0
SKU10659,PersonalCare,7.12,9.77,-0.68,9.4,10.67,9.05,16,26,0,1.91,0
SKU10660,Household,4.84,7.01,7.19,6.95,6.53,8.23,51,155,0,1.49,0
SKU10661,Apparel,6.5,11.4,6.76,9.97,11.35,8.51,71,235,0,1.7,1
SKU10662,Household,6.52,10.4,-0.75,10.42,7.45,9.3,53,253,0,0.7,0
SKU10663,Grocery,1.97,2.69,-1.87,3.13,2.65,2.87,83,211,0,1.94,0
SKU10664,PersonalCare,9.88,14.81,-2.4,13.59,15.99,12.59,23,225,1,0.04,0
SKU10665,Grocery,3.94,6.38,-0.11,5.62,5.23,5.58,69,240,1,0.05,1
SKU10666,Grocery,4.73,6.86,2.19,6.19,6.15,6.96,41,194,0,2.16,0
SKU10667,PersonalCare,4.61,7.17,4.61,5.77,5.9,6.69,59,216,0,2.07,1
SKU10668,PersonalCare,5.84,10.5,8.24,7.91,8.19,8.23,31,193,1,0.05,1
SKU10669,Grocery,2.77,3.55,0.73,3.77,4.13,4.15,75,161,1,0.06,0
SKU10670,PersonalCare,6.85,11.01,8.51,9.24,8.84,8.5,41,285,0,1.84,1
SKU10671,Apparel,5.16,8.89,5.81,7.97,7.94,7.76,85,162,0,0.71,0
SKU10672,Apparel,13.84,21.07,0.5,22.6,21.48,21.37,38,337,0,1.39,1
SKU10673,Electronics,71.75,107.32,-4.1,97.54,113.09,99.96,125,53,0,0.56,0
SKU10674,Household,17.24,24.04,1.19,28.62,22.79,22.1,33,186,0,2.32,0
SKU10675,Grocery,5.09,7.72,7.85,6.44,7.83,6.49,97,167,0,0.98,1
SKU10676,Household,8.54,14.11,0.88,12.81,11.47,12.01,89,199,0,1.81,0
SKU10677,Household,3.72,6.18,8.56,5.65,5.44,4.92,43,123,0,1.2,1
SKU10678,Grocery,3.75,5.93,-2.76,4.86,5.66,5.92,128,331,0,1.88,0
SKU10679,Grocery,1.45,2.29,8.89,2.28,2.55,1.81,19,288,0,2.08,0
SKU10680,Grocery,2.33,3.92,-0.33,3.28,3.86,3.21,62,154,0,2.34,0
SKU10681,Household,7.27,9.11,-2.07,10.77,11.58,9.11,89,116,0,0.88,0
SKU10682,Apparel,12.34,18.9,-0.45,19.6,21.22,18.63,73,10,0,2.32,0
SKU10683,Electronics,66.83,119.6,-0.78,102.29,90.21,104.16,48,268,0,1.47,1
SKU10684,Household,7.03,9.86,-4.67,9.83,9.66,10.47,47,47,1,0.07,0
SKU10685,Apparel,7.91,13.19,-1.96,11.42,11.77,11.97,69,184,1,0.07,1
SKU10686,Apparel,11.2,16.4,-7.72,18.67,18.45,16.72,40,341,0,1.52,0
SKU10687,Household,5.66,7.79,6.45,7.15,8.92,8.01,57,218,1,0.08,0
SKU10688,Electronics,72.95,104.44,3.99,114.13,110.85,107.24,70,313,0,1.15,1
SKU10689,PersonalCare,3.08,5.21,-0.71,4.82,5.33,4.45,92,181,0,1.48,0
SKU10690,Grocery,2.79,4.39,-1.52,4.71,4.35,3.99,83,156,0,2.39,0
SKU10691,Electronics,67.57,111.49,7.13,109.1,101.49,93.47,24,363,0,1.68,0
SKU10692,Apparel,9.46,13.37,-2.54,12.14,13.51,14.96,84,33,0,0.64,0
SKU10693,Household,9.45,13.05,5.26,14.38,15.34,12.53,62,266,0,0.59,0
SKU10694,Apparel,14.1,18.5,6.87,21.06,18.97,20.89,58,251,0,2.47,0
SKU10695,Apparel,11.94,21.32,4.51,18.54,18.88,21.02,40,59,0,2.24,1
SKU10696,Apparel,6.31,8.97,1.64,10.6,10.05,7.37,100,269,0,0.71,0
SKU10697,Household,8.06,13.52,4.32,12.03,12.28,12.61,57,102,1,0.03,0
SKU10698,Apparel,11.02,15.8,1.07,15.74,18.46,14.29,10,262,0,0.68,0
SKU10699,Apparel,15.81,24.17,6.05,22.56,28.07,24.76,79,78,0,1.56,0
SKU10700,Household,4.13,7.1,-0.98,6.54,5.59,4.75,74,160,0,1.56,0
SKU10701,Grocery,4.41,5.84,9.08,5.88,6.98,6.6,42,276,0,2.13,0
SKU10702,PersonalCare,8.03,12.26,4.88,12.29,11.07,10.25,28,299,0,1.48,0
SKU10703,Household,14.97,20.16,1.06,22.37,23.09,20.57,80,276,1,0.03,1
SKU10704,Grocery,2.8,5.01,6.34,3.52,4.01,4.29,36,61,0,0.75,1
SKU10705,Grocery,2.55,4.47,5.89,3.85,3.59,3.87,84,57,0,1.42,1
SKU10706,Household,11.96,17.67,0.36,15.88,17.27,18.48,29,92,0,2.31,0
SKU10707,Electronics,27.96,38.16,-2.71,47.59,44.06,40.63,57,234,1,0.05,0
SKU10708,Household,5.41,8.48,-3.42,7.29,8.16,7.16,83,356,1,0.04,1
SKU10709,Household,6.93,11.92,-1.14,10.87,10.15,10.0,68,100,0,1.39,0
SKU10710,Grocery,2.09,3.32,0.68,2.97,3.51,2.9,48,349,0,0.69,0
SKU10711,PersonalCare,11.43,19.47,1.02,15.25,19.07,18.03,92,255,0,1.21,0
SKU10712,Grocery,5.37,9.14,10.91,8.07,8.11,8.67,54,274,1,0.06,1
SKU10713,PersonalCare,2.25,2.91,1.62,2.94,2.88,2.98,54,70,0,1.32,0
SKU10714,Grocery,1.33,1.98,2.25,1.9,1.55,2.04,37,145,0,2.18,0
SKU10715,Household,5.96,8.04,-0.6,9.69,8.56,8.46,49,338,0,1.37,1
SKU10716,Apparel,17.5,21.6,7.45,24.7,27.72,25.87,56,22,1,0.03,1
SKU10717,Electronics,61.09,76.86,-3.89,105.88,81.29,97.26,52,274,0,2.38,0
SKU10718,Apparel,26.38,46.95,2.75,41.69,44.3,41.94,35,177,0,1.66,0
SKU10719,Grocery,3.97,6.79,1.41,5.1,5.38,5.24,40,43,1,0.04,1
SKU10720,PersonalCare,3.7,6.44,1.29,6.41,6.31,5.65,51,282,0,2.21,0
SKU10721,Electronics,54.31,70.49,1.93,90.34,91.75,83.77,25,85,0,0.87,0
SKU10722,PersonalCare,3.56,4.84,-0.49,4.41,5.74,5.22,71,44,0,0.68,0
SKU10723,PersonalCare,4.11,5.59,-2.5,5.82,5.65,6.07,31,187,0,1.05,0
SKU10724,Apparel,6.79,9.91,5.9,11.42,11.84,10.6,62,289,0,1.91,0
SKU10725,Apparel,9.32,15.83,7.17,13.43,13.63,12.41,74,176,0,1.17,0
SKU10726,PersonalCare,4.53,6.93,4.42,6.59,6.63,7.31,139,170,1,0.06,0
SKU10727,Apparel,10.8,16.78,6.78,14.57,16.08,15.23,134,103,0,1.31,1
SKU10728,Electronics,99.78,170.64,2.47,145.28,128.73,145.62,43,276,1,0.06,1
SKU10729,Household,8.35,11.93,-7.22,12.64,13.35,11.05,67,227,0,1.74,0
SKU10730,Household,9.35,16.11,-2.27,15.82,15.7,13.58,51,24,0,2.16,0
SKU10731,Electronics,48.27,86.63,3.71,66.38,78.57,69.2,27,62,1,0.07,1
SKU10732,Electronics,91.77,137.17,-7.53,134.76,132.38,129.13,69,79,1,0.03,0
SKU10733,Grocery,2.28,3.64,2.31,3.8,3.17,2.78,55,306,1,0.09,1
SKU10734,Grocery,4.91,8.23,3.1,7.46,6.91,7.48,44,214,0,0.47,1
SKU10735,Household,5.45,7.21,2.95,7.15,9.42,7.06,54,362,1,0.09,0
SKU10736,Grocery,3.29,4.67,-2.5,5.12,5.44,4.57,68,285,0,1.72,0
SKU10737,Apparel,17.49,21.5,0.34,26.24,25.5,25.72,53,45,1,0.07,0
SKU10738,PersonalCare,3.27,5.79,0.42,4.14,4.6,4.46,90,36,0,0.52,1
SKU10739,Grocery,2.94,4.34,2.68,4.79,3.85,3.89,122,273,1,0.09,1
SKU10740,Apparel,14.04,20.95,0.7,18.28,20.19,21.29,59,12,0,1.2,0
SKU10741,Household,10.04,12.49,-5.16,16.09,14.11,12.57,54,31,1,0.08,1
SKU10742,Apparel,12.66,21.91,11.13,18.76,21.51,18.08,32,310,0,0.71,1
SKU10743,Grocery,12.45,17.65,3.04,19.12,15.68,17.37,76,307,0,2.2,0
SKU10744,Electronics,104.96,139.86,0.83,138.12,155.45,152.09,33,189,1,0.05,0
SKU10745,Household,2.97,4.31,-0.36,4.06,5.17,3.99,59,322,0,2.14,0
SKU10746,Apparel,14.76,21.52,4.75,21.65,21.98,19.88,35,237,0,1.97,0
SKU10747,Grocery,4.49,7.05,2.58,6.21,6.45,6.9,93,104,0,1.09,0
SKU10748,Household,9.33,13.98,3.46,12.4,11.63,14.97,38,146,0,0.82,0
SKU10749,PersonalCare,11.22,15.35,-4.19,15.69,18.33,14.9,175,331,1,0.09,0
SKU10750,Apparel,3.86,4.93,-6.49,5.2,5.64,5.8,60,100,1,0.06,0
SKU10751,Grocery,2.16,2.77,7.04,3.16,2.98,3.22,59,167,1,0.07,1
SKU10752,PersonalCare,12.01,18.71,2.6,16.33,19.44,19.09,31,302,0,1.33,0
SKU10753,Grocery,6.05,9.89,2.87,6.75,8.91,10.12,42,108,0,1.26,0
SKU10754,Grocery,9.79,12.39,6.37,16.39,12.56,14.11,80,225,0,1.99,1
SKU10755,Grocery,7.37,11.33,0.2,10.7,11.41,10.62,21,32,0,0.66,0
SKU10756,Apparel,7.86,13.08,3.74,12.0,12.84,10.72,30,354,0,0.46,0
SKU10757,Apparel,22.3,27.34,-5.42,27.36,30.99,34.14,31,18,0,1.33,0
SKU10758,PersonalCare,5.28,8.85,1.36,6.97,9.41,7.85,69,92,0,1.73,0
SKU10759,Apparel,15.38,20.31,1.42,22.33,20.43,21.66,35,331,0,0.78,0
SKU10760,PersonalCare,6.15,10.32,5.67,10.7,11.21,8.24,37,272,0,2.35,0
SKU10761,PersonalCare,4.86,7.6,-0.06,7.28,6.95,6.65,76,217,0,1.49,0
SKU10762,Household,6.38,10.07,9.97,8.92,11.72,7.65,42,70,0,0.49,0
SKU10763,Electronics,63.78,80.92,-8.47,93.84,96.45,72.29,79,334,0,1.18,0
SKU10764,PersonalCare,4.7,8.1,6.01,6.04,6.86,6.45,40,18,0,1.08,1
SKU10765,Household,8.82,12.68,-5.29,11.68,11.93,11.79,62,115,0,2.22,0
SKU10766,Grocery,4.35,6.22,5.68,6.75,6.17,6.44,41,271,1,0.09,1
SKU10767,PersonalCare,4.72,8.09,4.92,6.88,6.06,6.85,73,305,1,0.09,1
SKU10768,Grocery,3.08,4.2,-0.88,4.54,4.27,4.14,87,125,0,2.25,0
SKU10769,Electronics,75.54,129.44,0.22,121.07,127.06,105.49,73,41,1,0.09,0
SKU10770,PersonalCare,2.79,3.71,0.71,4.11,3.83,3.78,90,284,0,1.08,0
SKU10771,Apparel,10.34,18.16,4.89,13.17,17.45,16.28,58,156,0,1.69,1
SKU10772,Electronics,24.64,34.07,-0.32,40.9,35.98,36.42,29,109,0,0.63,0
SKU10773,Household,8.82,15.14,3.11,13.53,13.26,12.61,39,9,0,1.73,1
SKU10774,Grocery,11.82,14.41,2.11,18.71,17.74,18.46,51,104,1,0.06,0
SKU10775,Electronics,25.89,38.9,4.39,35.84,35.61,42.01,54,142,0,2.33,0
SKU10776,Apparel,24.31,40.3,2.55,36.68,39.98,37.74,94,343,0,1.95,0
SKU10777,Electronics,85.27,117.66,3.59,141.04,121.05,124.41,45,237,1,0.09,1
SKU10778,Apparel,5.35,6.64,4.75,7.38,7.41,7.8,44,234,0,1.89,0
SKU10779,PersonalCare,3.28,4.68,4.63,5.1,5.57,4.5,65,333,1,0.1,0
SKU10780,Electronics,44.57,68.09,4.5,72.84,62.89,63.73,53,353,0,1.89,0
SKU10781,Apparel,8.98,11.04,1.13,15.25,11.85,12.83,77,130,0,0.92,1
SKU10782,Apparel,15.87,20.74,1.45,20.86,22.35,21.8,68,47,1,0.05,0
SKU10783,Electronics,83.22,129.11,-1.14,110.32,132.02,119.57,54,28,0,1.76,0
SKU10784,Grocery,4.81,7.46,4.29,6.53,6.84,6.96,86,34,0,0.49,1
SKU10785,Apparel,12.81,20.85,-1.92,18.57,19.53,19.81,48,151,0,1.47,0
SKU10786,Apparel,18.07,24.96,0.9,25.94,28.67,25.7,52,274,0,0.74,0
SKU10787,PersonalCare,7.03,10.74,1.44,10.31,11.49,10.9,73,159,0,1.59,0
SKU10788,Grocery,1.98,3.22,4.08,2.99,3.43,3.1,48,243,0,1.24,0
SKU10789,Household,6.1,9.64,3.76,8.29,10.21,7.57,15,129,1,0.08,1
SKU10790,Grocery,4.32,7.11,4.61,6.58,6.62,6.31,55,70,1,0.06,0
SKU10791,Household,7.76,9.64,2.64,10.27,10.72,10.54,19,319,0,1.65,0
SKU10792,Household,9.25,14.7,-3.57,13.21,13.59,12.64,38,176,1,0.04,0
SKU10793,Grocery,5.22,6.86,-0.1,6.71,6.9,6.07,62,323,1,0.04,0
SKU10794,PersonalCare,2.02,2.9,2.5,3.37,2.84,3.25,69,212,0,0.76,0
SKU10795,Apparel,27.27,40.3,3.26,31.72,43.96,39.76,45,297,1,0.05,0
SKU10796,Household,3.39,4.32,-1.16,4.69,5.13,4.87,38,84,1,0.05,0
SKU10797,Apparel,14.07,18.11,-0.59,17.99,19.79,20.92,31,209,1,0.04,0
SKU10798,Grocery,3.75,4.72,1.4,5.7,5.68,5.66,53,36,1,0.03,0
SKU10799,Grocery,3.28,4.45,-2.81,5.03,4.43,4.66,91,27,0,0.67,0
SKU10800,Apparel,15.23,24.84,1.13,21.7,24.91,19.57,6,275,1,0.04,0
SKU10801,Apparel,10.87,15.06,6.22,14.38,16.01,14.97,52,281,0,1.73,0
SKU10802,Apparel,10.07,15.37,-3.05,12.9,17.97,11.55,62,59,0,1.52,0
SKU10803,Household,7.63,13.25,-3.55,10.34,10.13,9.02,27,340,1,0.09,1
SKU10804,Grocery,3.78,4.97,5.85,5.5,5.14,5.17,116,338,1,0.04,1
SKU10805,Household,5.86,8.12,1.2,9.43,8.27,8.94,24,197,0,2.41,0
SKU10806,Apparel,16.14,25.03,8.06,24.35,24.38,20.74,51,45,0,1.26,0
SKU10807,Apparel,9.47,11.44,-3.48,15.1,14.07,12.73,45,267,1,0.06,1
SKU10808,PersonalCare,4.59,7.24,5.73,6.63,6.74,6.62,58,117,1,0.06,1
SKU10809,PersonalCare,5.37,6.88,2.9,7.72,8.91,8.37,59,50,0,0.6,1
SKU10810,Grocery,4.26,7.53,-2.88,6.39,6.71,6.49,30,346,0,0.83,1
SKU10811,Apparel,12.12,21.38,3.24,18.02,15.72,18.12,68,304,0,2.39,1
SKU10812,PersonalCare,7.13,10.13,10.4,9.79,10.55,10.11,73,361,0,2.24,0
SKU10813,Grocery,7.2,10.52,5.22,11.07,9.15,9.74,35,277,0,1.69,0
SKU10814,Grocery,2.81,4.49,2.7,4.2,4.95,4.24,94,221,1,0.09,0
SKU10815,Grocery,6.26,9.58,0.45,8.66,8.64,11.26,67,84,1,0.05,0
SKU10816,Apparel,7.68,13.64,-3.31,11.7,11.95,10.3,30,189,0,0.7,1
SKU10817,Apparel,18.63,32.23,-3.39,25.92,26.56,28.31,52,83,0,1.73,0
SKU10818,Grocery,3.19,5.46,0.33,4.56,4.52,4.68,115,193,0,2.33,0
SKU10819,PersonalCare,15.41,22.91,5.37,21.57,19.29,17.7,36,241,0,2.08,1
SKU10820,Grocery,2.77,4.21,1.19,4.04,3.98,3.78,71,80,0,1.68,0
SKU10821,Apparel,9.57,12.47,8.36,14.9,13.9,12.28,80,176,0,1.73,1
SKU10822,Grocery,5.59,9.53,-1.87,7.31,8.58,8.36,59,135,0,2.2,0
SKU10823,Apparel,16.74,24.3,-2.39,25.19,28.05,21.17,39,263,0,1.16,0
SKU10824,Grocery,3.6,5.86,2.12,5.13,6.2,5.41,36,53,1,0.02,0
SKU10825,Electronics,15.07,20.67,1.56,20.65,28.9,20.64,46,207,1,0.09,0
SKU10826,Grocery,4.15,7.13,7.92,5.46,5.11,5.81,80,251,0,1.46,1
SKU10827,Electronics,42.54,64.89,4.45,65.22,78.18,69.74,80,297,1,0.07,1
SKU10828,PersonalCare,6.18,9.33,2.07,8.73,9.63,10.69,99,292,0,1.37,0
SKU10829,Grocery,2.44,3.65,-1.14,3.62,3.85,3.2,115,304,1,0.02,0
SKU10830,PersonalCare,10.7,12.97,4.62,15.96,15.53,13.49,37,201,0,1.17,0
SKU10831,Household,7.87,12.46,11.47,12.95,11.71,11.21,65,74,0,0.97,0
SKU10832,Household,7.09,10.04,2.31,11.62,11.24,11.41,77,330,0,0.68,1
SKU10833,Grocery,1.72,2.68,-3.07,2.69,2.67,2.29,40,260,1,0.05,0
SKU10834,Grocery,3.16,5.25,-4.31,4.97,4.29,4.75,61,276,1,0.07,1
SKU10835,Grocery,2.11,3.01,0.52,3.67,2.9,2.9,24,116,0,1.28,0
SKU10836,PersonalCare,10.96,13.92,2.75,16.52,14.9,13.71,50,345,0,0.81,1
SKU10837,Grocery,3.86,5.92,-0.89,5.95,5.41,5.67,64,250,0,1.95,0
SKU10838,Electronics,33.8,49.67,0.12,51.7,44.4,41.67,53,307,0,2.4,0
SKU10839,Electronics,40.88,54.84,0.02,56.65,55.49,53.02,78,103,0,1.13,0
SKU10840,Electronics,85.22,137.7,7.03,125.04,141.53,124.06,42,287,0,2.36,0
SKU10841,Household,8.4,14.48,-3.11,12.41,13.45,11.08,70,190,0,1.37,0
SKU10842,Grocery,3.43,5.65,-0.0,5.09,4.9,4.99,30,345,0,2.36,0
SKU10843,Grocery,7.95,13.32,6.19,11.8,10.9,11.28,69,362,0,1.8,0
SKU10844,Apparel,16.3,24.84,7.92,23.67,20.82,23.93,55,350,0,0.5,1
SKU10845,PersonalCare,8.88,15.12,-0.39,13.75,12.98,12.74,44,278,0,0.66,1
SKU10846,Household,6.73,11.92,1.24,8.96,8.24,11.72,46,278,0,1.83,1
SKU10847,Household,6.64,9.96,9.35,10.06,10.45,10.56,21,284,1,0.1,1
SKU10848,Apparel,20.17,32.42,7.08,27.75,29.97,29.47,70,46,0,2.32,1
SKU10849,Grocery,3.38,4.32,-1.19,4.18,4.59,5.08,36,33,1,0.06,0
SKU10850,Electronics,52.11,83.17,-1.82,67.48,66.51,75.42,79,89,0,1.56,1
SKU10851,PersonalCare,5.74,9.37,2.52,8.33,7.82,7.97,91,183,1,0.03,1
SKU10852,Household,7.88,13.19,-1.58,12.15,12.91,11.47,52,156,0,1.6,0
SKU10853,Grocery,3.25,5.85,0.38,4.55,5.17,4.8,13,151,0,2.09,1
SKU10854,Household,4.36,7.6,3.43,6.3,6.54,5.92,76,353,0,0.83,1
SKU10855,Electronics,79.72,101.78,-4.49,120.78,122.08,107.06,41,294,1,0.05,0
SKU10856,PersonalCare,4.51,6.8,3.05,6.39,6.87,6.73,22,137,0,1.42,0
SKU10857,Apparel,8.05,12.55,3.9,12.31,12.76,10.89,84,295,0,1.38,1
SKU10858,Grocery,3.58,4.42,1.14,5.85,4.63,4.74,116,155,0,1.06,1
SKU10859,Household,5.87,10.16,5.34,9.39,8.81,7.67,19,12,0,0.69,1
SKU10860,Electronics,78.19,140.21,-0.48,107.5,112.9,114.45,40,332,0,2.04,1
SKU10861,Electronics,59.14,81.1,0.88,79.2,91.31,81.07,54,141,1,0.07,0
SKU10862,Grocery,2.65,3.44,-5.09,4.51,3.72,3.58,63,35,0,1.43,0
SKU10863,Electronics,29.77,52.66,-9.75,47.81,42.97,46.54,69,215,1,0.1,1
SKU10864,Apparel,18.42,26.72,-2.38,30.21,27.92,21.06,61,311,1,0.08,1
SKU10865,Grocery,2.52,3.47,1.62,3.77,4.01,3.06,42,225,0,2.24,0
SKU10866,Apparel,7.44,9.43,1.89,10.38,10.21,11.03,11,300,1,0.08,1
SKU10867,Grocery,1.63,2.84,0.69,2.52,2.54,2.28,29,130,0,1.63,0
SKU10868,Grocery,4.74,5.98,0.7,6.36,6.9,6.83,38,115,1,0.04,0
SKU10869,Electronics,21.96,35.13,1.39,31.47,29.83,33.49,68,50,0,2.4,0
SKU10870,Apparel,8.11,10.64,2.0,12.4,12.28,10.56,30,356,0,2.38,0
SKU10871,Electronics,60.43,83.05,-1.21,89.97,83.84,86.64,20,241,0,1.45,0
SKU10872,Electronics,63.62,104.35,-4.48,87.21,84.89,91.85,61,261,0,1.7,0
SKU10873,Grocery,2.03,3.41,4.27,3.1,3.54,2.64,82,318,0,2.27,1
SKU10874,Electronics,33.64,45.64,-3.48,48.2,51.84,43.93,74,312,1,0.03,0
SKU10875,Household,12.2,16.49,7.67,18.89,16.44,17.33,20,154,0,0.64,0
SKU10876,Grocery,3.79,5.23,-2.43,5.43,6.1,5.79,17,328,0,0.53,1
SKU10877,Apparel,11.18,16.97,0.35,16.24,17.06,17.32,21,129,1,0.05,0
